,id,code,statDate,pubDate,statDate.1,eps,adjusted_profit,operating_profit,value_change_profit,roe,inc_return,roa,net_profit_margin,gross_profit_margin,expense_to_total_revenue,operation_profit_to_total_revenue,net_profit_to_total_revenue,operating_expense_to_total_revenue,ga_expense_to_total_revenue,financing_expense_to_total_revenue,operating_profit_to_profit,invesment_profit_to_profit,adjusted_profit_to_profit,goods_sale_and_service_to_revenue,ocf_to_revenue,ocf_to_operating_profit,inc_total_revenue_year_on_year,inc_total_revenue_annual,inc_revenue_year_on_year,inc_revenue_annual,inc_operation_profit_year_on_year,inc_operation_profit_annual,inc_net_profit_year_on_year,inc_net_profit_annual,inc_net_profit_to_shareholders_year_on_year,inc_net_profit_to_shareholders_annual
1113,177120,301200.XSHE,2021-12-31,2022-03-31,2021-12-31,1.85,676885021.27,755413325.24,-7783284.19,33.1459,32.1022,17.8103,17.1149,36.345,81.4875,19.4837,17.1149,6.7978,4.2343,-0.1903,95.162,-0.9805,96.8511,71.345,-5.9736,-32.2679,84.6155,,84.6155,,130.0579,,129.72,,130.2057,
1114,177121,600685.XSHG,2021-12-31,2022-03-31,2021-12-31,0.0562,-51439140.34,-16318211.99,141554935.09,0.53,-0.3434,0.2504,0.8927,10.2336,100.1398,0.8924,0.8927,1.1307,4.1461,-0.349,-14.1714,122.9321,-64.7951,154.1074,37.4001,,0.5439,,0.5439,,-97.1132,,-97.1273,,-97.8323,
1115,177122,300480.XSHE,2021-12-31,2022-03-31,2021-12-31,0.46,67484341.81,72425599.63,39936916.06,11.1693,6.3889,9.0352,22.607,53.4137,86.3409,23.8981,22.607,12.1005,13.4677,1.4997,56.8693,31.3589,57.2004,99.2793,11.2799,82.5816,70.3279,,70.3279,,72.9957,,98.6499,,98.7791,
1116,177123,601800.XSHG,2021-12-31,2022-03-31,2021-12-31,1.02,14591822700.0,33893157091.0,384703336.0,7.1201,5.7742,1.7437,3.4269,12.5206,95.0567,4.1551,3.4269,0.2115,2.8431,0.8962,117.9138,1.3384,81.0968,91.5929,-1.8439,-37.3016,9.2502,,9.2502,,12.2366,,21.4366,,11.0272,
1117,177124,000776.XSHE,2021-12-31,2022-03-31,2021-12-31,1.42,10140802504.21,6565812446.32,7228880688.96,10.6004,9.9038,2.4272,35.1968,,,43.8683,35.1968,,46.6002,,43.8778,48.309,93.4282,,-79.7764,-416.1468,17.4816,,17.4816,,10.2485,,11.9211,,8.1288,
1118,177125,600875.XSHG,2021-12-31,2022-03-31,2021-12-31,0.73,1762974466.73,2399983966.56,600375551.7,7.2203,5.561,2.4183,5.1955,17.2942,94.9811,5.5589,5.08,3.048,5.8336,0.084,89.9865,22.5109,77.0182,96.179,-9.4552,-184.2049,28.2604,,29.0214,,23.0502,,26.7687,,22.9344,
1119,177128,301020.XSHE,2021-12-31,2022-03-31,2021-12-31,0.72,88520958.25,112258157.04,3260971.04,15.1349,14.4609,11.2224,18.9545,40.8022,77.0333,22.1337,18.9545,8.4684,5.4052,-1.4023,103.6615,3.0112,95.5464,93.5427,21.5973,94.0374,0.1261,,0.1261,,-8.8602,,-8.2329,,-8.2329,
1120,177129,002533.XSHE,2021-12-31,2022-03-31,2021-12-31,0.45399999999999996,297413930.32,459199688.14,3044047.25,9.7542,8.7552,5.1009,2.7833,12.4045,96.4215,3.1719,2.7833,3.0861,1.525,0.5107,112.6412,0.7467,89.7578,104.8086,3.7586,105.0333,64.5981,,64.5981,,49.4383,,38.6107,,32.5955,
1121,177130,000715.XSHE,2021-12-31,2022-03-31,2021-12-31,0.33,116067025.71,154420364.35,20276980.51,8.4933,7.2535,5.7105,15.6718,55.1402,82.2095,20.5934,15.6718,5.7341,28.2775,-0.2013,85.2678,11.1965,85.4032,339.5375,18.291,102.8134,1.1078,,1.1078,,9.2865,,40.3998,,40.0862,
1122,177131,002030.XSHE,2021-12-31,2022-03-31,2021-12-31,2.5781,3537112727.59,4063864140.77,135346032.41,62.2754,60.8799,42.4793,47.2125,74.765,46.9764,53.8264,47.2125,10.3103,4.7204,-0.402,98.6355,3.285,97.7593,92.5254,43.1163,81.3154,43.493,,43.493,,40.3154,,47.6906,,47.7359,
1123,177132,300530.XSHE,2021-12-31,2022-03-31,2021-12-31,-0.79,-239501937.5,-193812288.73,4850368.03,-50.224,-96.4489,-8.5966,-86.2199,25.0139,232.7329,-78.6214,-86.2199,9.4534,81.0399,1.2930000000000001,,,,106.8017,-11.3713,,29.9572,,29.9572,,-125.6844,,-117.26,,-147.5717,
1124,177133,600188.XSHG,2021-12-31,2022-03-31,2021-12-31,3.3398,16211895000.0,24543468000.0,2014692000.0,26.5876,26.5107,6.7811,12.2157,29.38,83.852,15.9645,12.2157,1.9717,4.4983,3.2323,102.0913,8.3803,99.7108,98.8184,23.8052,147.4188,-29.3039,,-29.3039,,70.9462,,171.5361,,128.303,
1125,177134,300378.XSHE,2021-12-31,2022-03-31,2021-12-31,0.42,91333880.33,117904384.89,10777247.04,7.0372,5.7289,4.521,6.2793,66.3039,93.4063,8.9484,6.2793,33.275,12.8686,-0.0332,74.2132,6.7836,81.4085,106.5395,17.7114,268.6112,19.5212,,19.5212,,-3.8296,,-6.8543,,-7.5768,
1126,177135,000166.XSHE,2021-12-31,2022-03-31,2021-12-31,0.38,9176956260.7,-334585501.75,11112588941.1,10.232999999999999,9.992,1.746,27.7916,,,32.4444,27.7916,,31.2721,,-3.02,100.3021,97.6441,,-118.9772,,16.6555,,16.6555,,18.5758,,21.0536,,21.0167,
1127,177136,601919.XSHG,2021-12-31,2022-03-31,2021-12-31,5.59,89178741601.68,124668999578.59,2749545809.16,100.8949,100.7623,30.2956,31.1221,42.3002,62.6397,38.431,31.1221,0.0199,3.4266,0.9212,97.4362,2.1489,99.8685,99.4493,51.2291,137.1218,94.8475,,94.8475,,820.533,,687.5078,,799.5189999999999,
1128,177137,601238.XSHG,2021-12-31,2022-03-31,2021-12-31,0.72,5977001850.0,-4846409695.0,11791889180.0,8.4029,6.8473,4.977,9.8402,7.917000000000001,106.4042,9.4421,9.7667,5.7347,5.1984,0.2272,-66.9682,162.9416,81.487,118.182,-7.4414,,19.8217,,19.7602,,26.738000000000003,,22.1437,,22.9488,
1129,177138,301011.XSHE,2021-12-31,2022-03-31,2021-12-31,0.69,50006733.17,73570694.51,,9.2295,8.7853,5.0402,8.3785,27.6946,88.2667,8.9536,8.3785,4.7859,6.1518,1.9048,128.1713,,95.1875,106.869,7.1498,60.9363,47.5534,,47.5534,,-3.1725,,14.0618,,14.0618,
1130,177139,600519.XSHG,2021-12-31,2022-03-31,2021-12-31,41.76,52581102656.24,74687376096.42,56011211.1,29.9036,29.9725,23.7835,52.4724,91.5403,31.7701,68.2879,50.9029,2.5007,7.7197,-0.8537,100.2138,0.0752,100.2306,112.365,60.2962,85.7289,11.7059,,11.8788,,12.1795,,12.5137,,12.3409,
1131,177140,600810.XSHG,2021-12-31,2022-03-31,2021-12-31,2.3,2107342629.33,2423303094.11,67397183.32,33.966,33.3825,9.4105,16.1255,29.7517,81.9361,18.4408,16.1255,0.5858,3.7274,2.7597,98.4986,2.7395,98.2819,84.641,9.6844,53.6117,50.528999999999996,,50.528999999999996,,452.4156,,465.8446,,478.5585,
1132,177141,000069.XSHE,2021-12-31,2022-03-31,2021-12-31,0.4727,2297001703.33,11397528977.25,637996704.52,4.7608,2.8785,1.5271,6.9717,26.1453,88.8895,10.1888,6.9717,3.3203,2.9257,2.3356,108.6454,6.0816,60.4615,98.4164,18.7534,168.7902,25.2508,,25.2508,,-51.9652,,-54.516000000000005,,-70.0533,
1133,177142,600372.XSHG,2021-12-31,2022-03-31,2021-12-31,0.4165,687342615.85,872721768.03,-2216617.61,7.3063,6.2877,3.2079,8.3108,29.0904,91.1302,8.961,8.3108,1.0484,9.394,1.0158,99.0504,-0.2516,86.05799999999999,111.0201,15.7515,177.5862,12.4927,,12.4927,,20.5437,,24.7785,,26.621,
1134,177143,001872.XSHE,2021-12-31,2022-03-31,2021-12-31,1.4,2355700274.23,2552592956.34,6858191786.08,6.9835,6.1251,4.4438,50.0857,40.8077,83.2987,59.7767,50.0857,,11.3137,10.111,28.0996,75.4967,87.7085,101.8536,42.5962,255.0476,19.8096,,19.8096,,33.9007,,37.9585,,29.5097,
1135,177144,601828.XSHG,2021-12-31,2022-03-31,2021-12-31,0.51,1657757700.57,2532832742.1,910777674.86,4.0325,3.2651,1.6413,14.1109,61.6673,83.6726,18.4515,14.1109,13.302,12.9188,15.8645,90.3945,32.5048,80.9688,102.6397,34.6854,212.4368,8.9652,,8.9652,,-2.8418,,6.0522,,18.3071,
1136,177145,000521.XSHE,2021-12-31,2022-03-31,2021-12-31,0.0497,-140217633.26,-71573570.52,125830029.17,1.071,-2.8936,0.5566,0.483,11.9959,100.3969,0.4694,0.483,7.5675,1.8499,-0.3239,-79.9565,140.5677,-270.1772,101.3028,0.8924,,17.1881,,17.1881,,197.6302,,210.0737,,160.6533,
1137,177146,600135.XSHG,2021-12-31,2022-03-31,2021-12-31,0.0982,14623665.68,31437116.68,17346793.07,2.0975,0.5645,1.7512,2.5514,15.5332,98.5934,2.8624,2.5514,3.2608,5.2595,-0.0092,47.8426,26.3992,26.9129,89.0624,4.08,290.07099999999997,8.8228,,8.8228,,18.7175,,37.8129,,45.8546,
1138,177147,300829.XSHE,2021-12-31,2022-03-31,2021-12-31,0.73,110063045.66,116499688.96,4001598.58,9.7856,8.1156,6.622000000000001,9.0616,19.438,91.9005,9.6793,9.0616,1.1874,5.2155,0.4644,83.3197,2.8619,82.9341,100.2715,3.3879,41.8282,40.0198,,40.0198,,0.0134,,10.3715,,10.9351,
1139,177148,600787.XSHG,2021-12-31,2022-03-31,2021-12-31,0.41,313215033.91,116886594.41,140722694.77,7.2010000000000005,2.5603,3.6351,1.0709,2.1971,99.8446,1.1924,1.0708,0.5358,0.7884,0.2354,11.8207,14.2312,35.5542,110.6468,2.3953,1541.7223,54.082,,54.1154,,5.6708,,47.4278,,52.2931,
1140,177149,601995.XSHG,2021-12-31,2022-03-31,2021-12-31,2.16,10652532226.0,-1294423194.0,14110665229.0,13.8125,13.6521,1.8456,35.8763,,,43.0689,35.8763,,57.8388,,-9.9739,108.7266,98.8385,,106.0358,,27.3527,,27.3527,,48.3568,,48.8531,,49.5357,
1141,177150,603683.XSHG,2021-12-31,2022-03-31,2021-12-31,0.18,29013486.8,40096225.06,-5204277.06,3.3498,3.0675,1.9069999999999998,2.3324,16.269000000000002,97.1251,2.7508,2.3324,2.2693,4.6627,1.5777,107.4232,-13.943,91.5731,95.8659,9.0475,314.7118,34.27,,34.27,,-73.6064,,-78.7081,,-79.6244,
1142,177151,600570.XSHG,2021-12-31,2022-03-31,2021-12-31,1.01,946569672.55,573803993.71,690238426.81,28.5595,18.4713,13.5153,27.1101,72.9904,89.5607,27.4816,27.1101,10.1506,12.3978,-0.0165,38.0072,45.7196,64.6768,106.3361,17.407,166.745,31.7289,,31.7289,,4.8248,,9.3149,,10.7286,
1143,177152,300732.XSHE,2021-12-31,2022-03-31,2021-12-31,1.17,264840945.42,362807809.12,60891234.65,12.4546,10.267999999999999,5.9128,15.7021,36.992,82.3195,18.2571,15.7021,2.9596,8.2961,1.5111,96.742,16.2365,82.444,88.3469,3.1729,17.9458,8.8112,,8.8112,,4.4892,,3.6788,,4.8402,
1144,177153,688025.XSHG,2021-12-31,2022-03-31,2021-12-31,0.99,65059657.31,81415786.4,16811322.54,5.4621,3.8936,4.0685,7.5742,34.8911,93.2118,8.8984,7.5742,6.6635,7.5182,1.1482,80.0185,16.5228,71.2826,103.5395,-13.5348,-199.388,40.5038,,40.5038,,115.1512,,106.4176,,106.0383,
1145,177154,002490.XSHE,2021-12-31,2022-03-31,2021-12-31,-0.46,-369613746.87,-265425909.16,-169863.6,-23.0445,-23.1444,-7.6489,-9.8654,5.8907,107.1075,-9.6698,-9.8654,0.3589,7.4707,3.0914,,,,94.8688,0.9584,,24.0801,,24.0801,,-1045.9497,,-3316.1294,,-1243.6713,
1146,177155,000725.XSHE,2021-12-31,2022-03-31,2021-12-31,0.71,23937539752.0,35371181428.0,1432456308.0,20.9835,19.4454,6.9639,13.8761,28.8745,83.8716,15.7509,13.8761,2.5008,3.052,1.6791,102.1709,4.1377,92.67,100.2977,28.3939,176.0488,61.7895,,61.7895,,471.4849,,572.0374,,412.9635,
1147,177156,603127.XSHG,2021-12-31,2022-03-31,2021-12-31,1.51,530205659.31,429701555.89,174777473.18,13.3346,12.6827,10.4541,36.6865,48.7329,71.6683,42.3879,36.6865,1.0531,16.8893,-1.263,66.9313,27.2237,95.111,127.1691,45.2077,159.5655,40.9678,,40.9678,,78.0274,,77.413,,76.9635,
1148,177157,300516.XSHE,2021-12-31,2022-03-31,2021-12-31,0.4339,73337667.33,66601934.34,,6.7187,6.3095,5.1643,10.7111,27.254,90.8651,10.6007,10.7111,2.0591,5.632999999999999,-1.0334,86.1779,,93.9088,91.9496,-6.1648,-67.4863,0.8782,,0.8782,,9.1084,,14.610999999999999,,14.610999999999999,
1149,177158,000009.XSHE,2021-12-31,2022-03-31,2021-12-31,0.4,387441388.95,1440234503.93,791309353.43,13.88,5.1928,5.1041,10.0216,28.7401,91.8198,12.2176,9.9915,6.5533,6.2493,2.3944,66.7252,36.6609,37.4123,74.0659,-1.591,-19.3908,65.1078,,65.6944,,52.9385,,64.7448,,56.4913,
1150,177159,300158.XSHE,2021-12-31,2022-03-31,2021-12-31,2.5474,133863713.4,84137949.39,2954164624.2,38.1426,1.9507,29.493000000000002,51.2316,59.6675,98.3482,61.2819,51.2316,44.5648,7.6887,0.2818,2.7001,94.8027,5.1143,107.0816,5.5842,338.0748,5.0733,,5.0733,,856.8872,,929.1393,,898.9169999999999,
1151,177160,300709.XSHE,2021-12-31,2022-04-01,2021-12-31,1.33,72281589.9,209749904.59,109708020.44,9.0014,3.5380000000000003,4.6327,6.7564,26.8466,91.2754,6.9811,6.7564,1.9999,6.712000000000001,1.3985,122.6202,64.1355,39.3049,87.8496,7.808,89.494,53.7032,,53.7032,,20.5945,,14.5085,,29.6425,
1152,177161,000541.XSHE,2021-12-31,2022-04-01,2021-12-31,0.1854,150010381.6,181102189.67,40770723.12,3.7749,2.2642,2.1524,5.6006,16.9816,96.2054,5.874,5.6006,3.5678,4.3233,0.0654,61.9474,13.946,59.9821,89.7957,-5.8044,-152.9662,27.4446,,27.4446,,-24.1423,,-17.0318,,-21.0853,
1153,177162,600097.XSHG,2021-12-31,2022-04-01,2021-12-31,0.79,85141399.58,116924913.98,,9.9098,4.4176,6.8767,9.9992,34.5048,94.0956,12.1858,9.9992,21.926,6.5537,0.0108,48.623999999999995,,44.5776,97.7643,11.345999999999998,192.1639,0.5772,,0.5772,,55.8477,,35.5096,,35.2625,
1154,177163,300402.XSHE,2021-12-31,2022-04-01,2021-12-31,0.262,47743738.71,59216547.03,-347813.23,8.0451,7.2588,2.9457,4.2109,18.3946,95.2877,4.0353,4.2109,1.1204,5.5556,1.2211,114.1023,-0.6702,90.2267,57.1915,2.5514,54.1441,15.0705,,15.0705,,42.684,,30.8056,,30.8056,
1155,177164,002039.XSHE,2021-12-31,2022-04-01,2021-12-31,0.7678,241797241.26,536616916.92,-712056.98,7.234,7.4598,2.548,20.8987,53.7297,73.6448,26.5629,20.8987,,4.5569999999999995,21.6264,101.3427,-0.1345,103.12100000000001,104.1676,64.1302,243.3306,-23.1826,,-23.1826,,-34.5796,,-39.5716,,-47.1485,
1156,177165,600855.XSHG,2021-12-31,2022-04-01,2021-12-31,0.2677,76734431.79,127130869.65,-5270009.88,6.7761,4.4291,2.325,3.7486,24.9867,95.4358,4.6431,3.7486,6.1146,8.1323,0.2802,93.9487,-3.8945,65.3638,80.9791,-5.5332,-121.2289,0.8076,,0.8076,,6.7483,,-8.0357,,-19.957,
1157,177166,605177.XSHG,2021-12-31,2022-04-01,2021-12-31,0.6,47696284.84,58580956.76,7417380.21,3.9277,2.7352,3.1618,9.6167,28.2292,91.7749,11.0813,9.6167,1.3913,15.4708,-2.8237,76.0189,9.6253,69.6377,64.589,-3.3135,-40.2851,-19.2195,,-19.2195,,-40.9997,,-40.172,,-40.172,
1158,177167,603722.XSHG,2021-12-31,2022-04-01,2021-12-31,1.15,95429112.56,109067859.25,4143219.58,16.1802,15.3735,12.2253,11.38,23.2182,87.6092,12.8437,11.38,0.9765,5.2643,0.1001,96.6077,3.6699,95.0143,78.9608,17.0477,137.5831,63.5974,,63.5974,,87.5676,,94.2912,,93.9748,
1159,177168,601857.XSHG,2021-12-31,2022-04-01,2021-12-31,0.5,99531000000.0,159413000000.0,35389000000.0,7.4346,8.0292,4.5958,4.3868,20.7641,93.9024,6.9685,4.3868,2.7271,1.9776,0.6519,100.7706,22.3706,107.9969,98.5297,13.0613,214.204,35.1898,,35.1898,,181.2158,,242.5435,,385.0068,
1160,177169,688180.XSHG,2021-12-31,2022-04-01,2021-12-31,-0.81,-884048900.0,-703418969.32,65745818.86,-10.4685,-12.8375,-7.6768,-18.1506,69.0785,117.4769,-13.8707,-18.1506,18.2507,15.9506,0.7793,,,,82.9175,-15.0329,,152.3575,,152.3575,,66.2894,,56.2189,,56.7957,
1161,177170,002032.XSHE,2021-12-31,2022-04-01,2021-12-31,2.4,1858036556.8,2115940277.22,91198593.73,26.2277,25.0687,14.8243,8.9939,22.9958,90.1973,11.0497,8.9939,8.8484,1.8567,-0.03,88.6896,3.8226,95.5808,107.3981,9.4966,96.87799999999999,16.0692,,16.0692,,8.5583,,5.359,,5.2931,
1162,177171,688234.XSHG,2021-12-31,2022-04-01,2021-12-31,0.23,12973891.51,906509.3,-457952.78,4.1305,0.5957,3.537,18.2141,28.4309,99.8164,16.5727,18.2141,2.0768,11.5208,-1.1438,1.0814,-0.5463,14.4232,100.8278,22.4155,12211.707,16.2531,,16.2531,,113.1213,,114.0196,,114.0196,
1163,177172,300077.XSHE,2021-12-31,2022-04-01,2021-12-31,0.39,46358016.73,31679527.2,148016911.58,15.97,3.3809,9.1312,21.1473,47.9794,96.8869,20.6171,21.1473,5.172000000000001,12.9796,3.7703,14.8666,69.4617,21.1704,86.8491,20.8813,670.748,167.9983,,167.9983,,359.9488,,3392.9586,,1849.0915,
1164,177173,000811.XSHE,2021-12-31,2022-04-01,2021-12-31,0.4,237064620.4,257104577.32,84613018.15,6.6467,5.2376,3.4799,5.8337,21.9588,95.2242,6.4773,5.8337,8.057,4.5599,0.4297,74.1322,24.3969,78.7994,96.6403,8.5458,178.9387,33.1374,,33.1374,,33.641999999999996,,35.1185,,35.2031,
1165,177174,300320.XSHE,2021-12-31,2022-04-01,2021-12-31,0.25,144283807.15,206985221.43,-110100.36,7.747999999999999,7.5374,5.0282,6.1134,20.9465,91.7959,7.3622,6.1134,4.4644,3.3859,0.5216,114.1372,-0.0607,97.28200000000001,79.4246,5.4612,66.5666,11.4727,,11.4727,,-19.7475,,-21.7355,,-24.1578,
1166,177175,002587.XSHE,2021-12-31,2022-04-01,2021-12-31,0.05,10339892.97,7354600.56,12094903.84,2.4642,0.7514,1.4415,3.3563,32.5446,99.2385,2.7711,3.3563,13.7104,8.0626,0.10099999999999999,26.8952,44.23,30.4917,104.9103,-5.6698,-744.5412,17.846,,17.846,,116.2116,,120.7819,,122.1564,
1167,177176,002474.XSHE,2021-12-31,2022-04-01,2021-12-31,0.0481,11821380.15,14877342.54,12659736.62,1.8762,0.7409,1.0423,4.2157,36.8709,97.9257,5.1958,4.2157,5.8847,11.8285,3.2662,40.6031,34.5508,39.4859,110.4667,8.9538,431.648,-1.8159999999999998,,-1.8159999999999998,,-25.4657,,-37.3727,,-39.639,
1168,177177,688585.XSHG,2021-12-31,2022-04-01,2021-12-31,0.03,11522511.85,10857055.79,1405687.14,1.188,1.0884,0.6388,0.6068,8.4636,99.4762,0.5007,0.6068,1.9103,3.3123,0.9265,107.0426,13.859000000000002,91.6149,60.9518,-2.9214,-557.6868,6.5072,,6.5072,,-93.4702,,-89.4266,,-89.4266,
1169,177178,002428.XSHE,2021-12-31,2022-04-01,2021-12-31,0.02,-26030745.5,-22224705.82,,0.9546,-1.7797,0.992,4.0713,19.5846,103.9938,5.3351,4.0713,0.9777,11.7148,4.8088,-75.4535,,-186.4408,111.7991,20.2188,,-16.9479,,-16.9479,,36.3385,,-2.9147,,-38.309,
1170,177179,600558.XSHG,2021-12-31,2022-04-01,2021-12-31,0.0862,64720427.12,137847663.82,3878617.74,3.6444,3.0476,3.1818,2.8766,11.6096,95.9986,3.1588,2.8766,1.0047,4.3847,0.4445,116.2843,3.2719,83.6229,86.5281,3.0809,76.9948,14.3932,,14.3932,,-27.7888,,-20.1497,,-26.9222,
1171,177180,001696.XSHE,2021-12-31,2022-04-01,2021-12-31,0.4197,368828238.6,414639814.21,99999751.97,10.5427,8.0915,5.3268,5.6734,11.363,95.5721,5.8274,5.5597,2.3615,2.1016,1.6582,75.7378,18.2659,76.7499,92.2088,6.8783,152.2268,19.3253,,20.2698,,-22.9196,,-17.6415,,-18.1712,
1172,177181,000982.XSHE,2021-12-31,2022-04-01,2021-12-31,0.0097,23520014.45,28578502.19,18363092.38,3.5622,2.0498,3.1964,9.5198,18.4846,93.4074,10.5804,9.5198,1.094,11.0366,-0.684,62.6088,40.2293,57.5423,87.5488,5.0051,75.9207,206.2062,,206.2062,,36.6154,,24.9947,,23.8033,
1173,177182,601963.XSHG,2021-12-31,2022-04-01,2021-12-31,1.28,4596098000.0,3959185000.0,2007188000.0,10.6663,10.5116,0.8231,33.4754,,,41.9853,33.4754,,21.441999999999997,,64.9882,32.9471,98.5496,,35.0336,128.4408,11.2419,,11.2419,,5.9731,,6.4247,,5.4279,
1174,177183,603896.XSHG,2021-12-31,2022-04-01,2021-12-31,1.34,198751369.45,198649654.54,-5493172.51,13.634,13.4931,10.9399,26.1115,83.5267,74.1051,27.0034,26.1115,41.6819,10.0937,-1.7871,98.8009,-2.7321,98.9667,107.1964,38.6761,149.358,20.6095,,20.6095,,30.3637,,32.0338,,32.3734,
1175,177184,600526.XSHG,2021-12-31,2022-04-01,2021-12-31,0.1,-33096161.56,39193401.24,60907462.04,2.2262,-1.3507,0.6135,1.4911,13.4949,98.8418,1.9773,1.4911,1.7986,4.9991,2.1111,60.0492,93.3179,-60.6739,73.2464,4.6727,403.4581,8.7689,,8.7689,,-24.9864,,1.0043,,4.2589,
1176,177185,000951.XSHE,2021-12-31,2022-04-01,2021-12-31,0.9,970566324.07,2089140153.55,38402760.57,9.3076,8.7038,4.5975,2.9746,7.3831,96.27600000000001,3.6346,2.9746,1.7643,0.5122,-0.0821,100.0895,1.8399,93.5123,66.9857,3.6772,98.7428,-6.404,,-6.404,,-34.3135,,-31.0989,,-44.7862,
1177,177186,000893.XSHE,2021-12-31,2022-04-02,2021-12-31,1.1826,289506062.86,393884911.75,,21.5088,6.9567,18.4125,109.1135,65.2405,52.7129,47.3015,109.1135,1.0922,12.1171,-0.1618,39.4634,,32.3437,109.7561,58.153999999999996,122.9806,129.358,,129.358,,1123.3097,,1378.8162,,1401.4261,
1178,177187,600076.XSHG,2021-12-31,2022-04-02,2021-12-31,0.02,23710741.4,-8828499.85,-1824621.72,0.6931,0.5396,0.3638,2.1413,17.2093,100.6864,2.1335,2.1413,1.9901,5.8238,5.5449,-30.829,-6.3716,77.8559,122.5445,-14.4649,,25.7171,,25.7171,,114.4716,,116.9202,,118.8695,
1179,177188,000751.XSHE,2021-12-31,2022-04-02,2021-12-31,0.16,155363578.6,231596089.0,12903047.81,7.9308,5.3611,3.3822,1.0061,3.4827,98.9862,1.0698,1.0061,0.0197,1.3277,0.6946,93.6412,5.2171,67.5993,113.7635,1.0446,103.0363,108.9168,,108.9168,,-15.5428,,-16.155,,-16.155,
1180,177189,002302.XSHE,2021-12-31,2022-04-02,2021-12-31,0.6692,751297357.62,1285067568.01,-65192182.11,9.9483,8.8476,3.6429,3.6430000000000002,10.437999999999999,95.2275,4.2819,3.6430000000000002,0.83,1.7978,0.212,108.2708,-5.4926,88.9362,60.4187,1.4997,31.423000000000002,14.9565,,14.9565,,1.1082,,3.6925,,7.7189,
1181,177190,600833.XSHG,2021-12-31,2022-04-02,2021-12-31,0.22,23146158.61,30504406.3,1941775.53,6.5316,3.0592,3.6195,3.5343,17.7368,97.8184,2.5131,3.5343,12.0962,4.4774,-1.3554,46.7559,2.9763,46.8365,111.344,2.6146,119.8499,-11.886,,-11.886,,-50.8492,,-27.8985,,-27.8985,
1182,177191,000548.XSHE,2021-12-31,2022-04-02,2021-12-31,0.1,27505967.66,62296561.94,,2.8591,1.5156,2.0566,12.1046,38.9332,85.4674,18.2863,12.1046,2.6043,17.2811,2.0838,79.2627,,53.01,101.8262,-92.2963,-635.0967,-1.6914,,-1.6914,,-25.455,,-37.9485,,-40.2563,
1183,177192,600132.XSHG,2021-12-31,2022-04-02,2021-12-31,2.41,1142853438.97,2913850396.47,59193439.35,99.686,97.6867,22.7105,18.2872,50.9398,77.7896,22.4672,18.2872,16.8675,3.9398,-0.121,99.0742,2.0126,97.9944,114.3782,27.1721,122.3394,19.9027,,19.9027,,50.0755,,36.9134,,8.3025,
1184,177193,600605.XSHG,2021-12-31,2022-04-02,2021-12-31,0.292,11094050.78,26841349.96,-7913.65,6.3584,1.1705,3.8975,50.4647,71.3094,76.22,11.3046,50.4647,12.5161,26.2735,5.2447,35.484,-0.0105,18.4081,252.399,-405.8068,-1706.507,21.9128,,21.9128,,-74.2402,,14.8716,,21.2096,
1185,177194,002051.XSHE,2021-12-31,2022-04-02,2021-12-31,0.23,116417543.45,221042773.83,180315446.08,2.6719999999999997,1.1014,1.1925,3.0180000000000002,15.5815,97.4416,3.2719,3.0180000000000002,2.9748,5.3354,1.0083,79.1138,64.53699999999999,41.2184,94.2918,-4.7996,-187.5977,8.4581,,8.4581,,398.0588,,355.4899,,436.9338,
1186,177195,000987.XSHE,2021-12-31,2022-04-02,2021-12-31,0.667,2492216250.53,-2256079659.46,2244872757.01,10.2084,10.2573,2.4008,25.0092,,,30.5949,25.0092,,8.8869,,-55.3089,55.0341,100.4788,,-54.6486,,37.4449,,37.4449,,-34.6835,,-36.5638,,-46.2526,
1187,177196,002686.XSHE,2021-12-31,2022-04-02,2021-12-31,0.0761,2221069.01,20297108.04,40206897.56,2.7794,0.1432,0.9578,1.5931,19.7202,98.9353,2.1893,1.5931,3.7965,7.654,1.4531,49.3825,97.8227,5.1537,77.8905,0.6009,56.4441,28.4505,,28.4505,,61.3458,,-1.5389,,71.6656,
1188,177197,002578.XSHE,2021-12-31,2022-04-02,2021-12-31,0.06,46827572.94,72758791.9,2694494.8,4.0116,3.2258,3.0549,2.5919,8.4884,96.757,3.0322,2.5919,1.1307,2.2154,0.1088,112.6242,4.1708,80.4114,94.9667,-9.0123,-277.9012,40.8234,,40.8234,,-10.1613,,-6.7745,,-7.2778,
1189,177198,600071.XSHG,2021-12-31,2022-04-02,2021-12-31,0.04,5832855.51,7139786.93,-284054.41,2.057,1.1320000000000001,0.0873,0.0971,13.8752,99.5517,-0.1296,0.0971,1.9866,5.6034,0.9554,578.6865,-23.0229,55.0293,93.0497,0.1856,41.3938,25.1491,,25.1491,,-161.514,,-89.374,,-25.9754,
1190,177199,688393.XSHG,2021-12-31,2022-04-02,2021-12-31,0.85,62780139.76,72074202.28,12857951.92,6.7265,5.2935,5.6647,17.1491,77.9159,83.5818,20.2602,17.1491,40.9108,12.062999999999999,-2.6868,81.2344,14.4921,78.6957,107.97,13.5799,82.7126,16.9286,,16.9286,,-11.234000000000002,,-9.9732,,-5.8645,
